,year,title
2370,2013,Using genetic findings in autism for the development of new pharmaceutical compounds
2371,2013,"Rates of Evolution of Hominoid Seminal Proteins are Correlated with Function and Expression, Rather than Mating System"
2372,2013,Quantifying Reproducibility in Computational Biology: The Case of the Tuberculosis Drugome
2373,2013,Bacterial genome sequencing in the clinic: bioinformatic challenges and solutions
2374,2013,Transcriptome Analysis to Identify Putative Floral-Specific Genes and Flowering Regulatory-Related Genes of Sweet Potato
2375,2013,Analysis of western lowland gorilla (Gorilla gorilla gorilla) specific Alu repeats
2376,2013,Transcriptome Surveillance by Selective Termination of Noncoding RNA Synthesis
2377,2013,PD5: A General Purpose Library for Primer Design Software
2378,2013,The demand for consistent web-based workflow editors
2379,2013,Distributed tools deployment and management for multiple galaxy instances in globus genomics
2380,2013,DNA secondary structures are associated with recombination in major Plasmodium falciparum variable surface antigen gene families
2381,2013,A data repository and analysis framework for spontaneous neural activity recordings in developing retina
2382,2013,Mario. A system for iterative and interactive processing of biological data
2383,2013,The Drosophila early ovarian transcriptome provides insight to the molecular causes of recombination rate variation across genomes
2384,2013,PresentaBALL — A powerful package for presentations and lessons in structural biology
2385,2013,Structuring research methods and data with the research object model: genomics workflows as a case study
2386,2013,Computational Population Biology: Linking the inner and outer worlds of organisms.
2387,2013,A Retrotransposon-Driven Dicer Isoform Directs Endogenous Small Interfering RNA Production in Mouse Oocytes
2388,2013,"Life at high salt concentrations, intracellular KCl concentrations, and acidic proteomes"
2389,2013,DDBJ progress report: a new submission system for leading to a correct annotation
2390,2013,Conservative Sex and the Benefits of Transformation in Streptococcus pneumoniae
2391,2013,Practical Guidelines for the Comprehensive Analysis of ChIP-seq Data
2392,2013,Building a genome analysis pipeline to predict disease risk and prevent disease.
2393,2013,Hox in motion: tracking HoxA cluster conformation during differentiation
2394,2013,"GeneProf data: a resource of curated, integrated and reusable high-throughput genomics experiments"
2395,2013,True lemurs…true species - species delimitation using multiple data sources in the brown lemur complex
2396,2013,Discovery of Microorganisms and Enzymes Involved in High-Solids Decomposition of Rice Straw Using Metagenomic Analyses
2397,2013,Unique Transcriptome Patterns of the White and Grey Matter Corroborate Structural and Functional Heterogeneity in the Human Frontal Lobe
2398,2013,"MILXCloud: A faster, smarter way to process Medical imaging data in the cloud"
2399,2013,STAT3 Targets Suggest Mechanisms of Aggressive Tumorigenesis in Diffuse Large B-Cell Lymphoma
2400,2013,The Ets Transcription Factor EHF as a Regulator of Cornea Epithelial Cell Identity*
2401,2013,High-Throughput Sequencing of Islet-Infiltrating Memory CD4+ T Cells Reveals a Similar Pattern of TCR Vβ Usage in Prediabetic and Diabetic NOD Mice
2402,2013,A comprehensive characterization of the nuclear microRNA repertoire of post-mitotic neurons
2403,2013,When Cloud Computing Meets Bioinformatics: a Review
2404,2013,The Mitochondrial RNA Landscape of Saccharomyces cerevisiae
2405,2013,iNGS: a prototype tool for genome interpretation and annotation
2406,2013,"Sprints, Hackathons and Codefests as community gluons in computational biology"
2407,2013,Designing scientific workflow following a structure and provenance-aware strategy. (Conception de workflows scientifiques fondée sur la structure et la provenance)
2408,2013,Identifying Genes Relevant to Specific Biological Conditions in Time Course Microarray Experiments
2409,2013,Gene-targeted metagenomic analysis of glucan-branching enzyme gene profiles among human and animal fecal microbiota
2410,2013,Structure of the CRISPR Interference Complex CSM Reveals Key Similarities with Cascade
2411,2013,"A phylogeographic, ecological and genomic analysis of the recent range expansion of the wasp spider Argiope bruennichi"
2412,2013,Transcriptome surveillance in S. cerevisiae by RNA synthesis and degradation coupling and selective termination of non-coding RNAs.
2413,2013,Comprehensive Analysis of Human Endogenous Retrovirus Group HERV-W Locus Transcription in Multiple Sclerosis Brain Lesions by High-Throughput Amplicon Sequencing
2414,2013,Resistance gene enrichment sequencing (RenSeq) enables reannotation of the NB-LRR gene family from sequenced plant genomes and rapid mapping of resistance loci in segregating populations
2415,2013,Whole-genome sequencing in bacteriology: state of the art
2416,2013,Guide: a desktop application for analysing gene expression data
2417,2013,Evidence of Coat Color Variation Sheds New Light on Ancient Canids
2418,2013,Forward Genetics by Genome Sequencing Reveals That Rapid Cyanide Release Deters Insect Herbivory of Sorghum bicolor
2419,2013,A study of chemotherapy resistance in acute myeloid leukemia
2420,2013,Ten Simple Rules for Reproducible Computational Research
2421,2013,Hsp70-Hsp40 Chaperone Complex Functions in Controlling Polarized Growth by Repressing Hsf1-Driven Heat Stress-Associated Transcription
2422,2013,Massive Depletion of Bovine Leukemia Virus Proviral Clones Located in Genomic Transcriptionally Active Sites during Primary Infection
2423,2013,Metagenomic Profiling of Antibiotic Resistance Genes and Mobile Genetic Elements in a Tannery Wastewater Treatment Plant
2424,2013,Identification of Mutations in Zebrafish Using Next‐Generation Sequencing
2425,2013,dPeak: High Resolution Identification of Transcription Factor Binding Sites from PET and SET ChIP-Seq Data
2426,2013,Cloud Computing with iPlant Atmosphere
2427,2013,Recommendations for the design and analysis of epigenome-wide association studies
2428,2013,Poly(ADP-ribosyl)ation Regulates Insulator Function and Intrachromosomal Interactions in Drosophila
2429,2013,Enabling transparent and collaborative computational analysis of 12 tumor types within The Cancer Genome Atlas
2430,2013,CpGislandEVO: A Database and Genome Browser for Comparative Evolutionary Genomics of CpG Islands
2431,2013,Characterization and Phylogenetic Analysis of the Mitochondrial Genome of Glarea lozoyensis Indicates High Diversity within the Order Helotiales
2432,2013,Coupled high-throughput functional screening and next generation sequencing for identification of plant polymer decomposing enzymes in metagenomic libraries
2433,2013,Cloud4SNP: Distributed Analysis of SNP Microarray Data on the Cloud
2434,2013,TCGA Toolbox: an Open Web App Framework for Distributing Big Data Analysis Pipelines for Cancer Genomics
2435,2013,Mouse Genetic and Phenotypic Resources as Tools for Human Genetics
2436,2013,Galaxy tools and workflows for sequence analysis with applications in molecular plant pathology
2437,2013,Protein Adaptations in Archaeal Extremophiles
2438,2013,Seamless coarse grained parallelism integration in intensive bioinformatics workflows
2439,2013,"A combination of improved differential and global RNA-seq reveals pervasive transcription initiation and events in all stages of the life-cycle of functional RNAs in Propionibacterium acnes, a major contributor to wide-spread human disease"
2440,2013,A quality control system for profiles obtained by ChIP sequencing
2441,2013,SNiPloid: A Utility to Exploit High-Throughput SNP Data Derived from RNA-Seq in Allopolyploid Species
2442,2013,"gff2sequence, a new user friendly tool for the generation of genomic sequences"
2443,2013,The real informatics challenges of personalized medicine: not just about the number of central processing units.
2444,2013,Differential regulation of lymphopoiesis and leukemogenesis by individual zinc fingers of Ikaros
2445,2013,A Two-Component System Regulates Hemin Acquisition in Porphyromonas gingivalis
2446,2013,The Complete Genome Sequence of Proteus mirabilis Strain BB2000 Reveals Differences from the P. mirabilis Reference Strain
2447,2013,An X-linked cobalamin disorder caused by mutations in transcriptional coregulator HCFC1.
2448,2013,Workflows for Heliophysics
2449,2013,Culture-Independence for Surveillance and Epidemiology
2450,2013,"Mutation Rates, Spectra, and Genome-Wide Distribution of Spontaneous Mutations in Mismatch Repair Deficient Yeast"
2451,2013,Exploring Workflow Interoperability for Neuroimage Analysis on the SHIWA Platform
2452,2013,Managing and Optimizing Bioinformatics Workflows for Data Analysis in Clouds
2453,2013,Genome-Guided Transcriptome Assembly in the Age of Next-Generation Sequencing
2454,2013,Seeing the forest through the trees: A review of integrated environmental modelling tools
2455,2013,Harnessing virtual machines to simplify next-generation DNA sequencing analysis
2456,2013,Detection of non-coding RNA in bacteria and archaea using the DETR'PROK Galaxy pipeline.
2457,2013,Pou5f1 Transcription Factor Controls Zygotic Gene Activation In Vertebrates
2458,2013,Research resource: progesterone receptor targetome underlying mammary gland branching morphogenesis.
2459,2013,Genocms - The Content Management System for Genes and Proteins
2460,2013,Homology-mediated end-capping as a primary step of sister chromatid fusion in the breakage-fusion-bridge cycles
2461,2013,DistMap: A Toolkit for Distributed Short Read Mapping on a Hadoop Cluster
2462,2013,"The perfect neuroimaging-genetics-computation storm: collision of petabytes of data, millions of hardware devices and thousands of software tools"
2463,2013,Plastid Genome Instability Leads to Reactive Oxygen Species Production and Plastid-to-Nucleus Retrograde Signaling in Arabidopsis1[C][W][OPEN]
2464,2013,Leveraging the national cyberinfrastructure for biomedical research
2465,2013,GnpIS: an information system to integrate genetic and genomic data from plants and fungi
2466,2013,Potential role of viruses in white plague coral disease
2467,2013,Streamlined ion torrent PGM-based diagnostics: BRCA1 and BRCA2 genes as a model
2468,2013,Integration of genomic and functional approaches reveals enhancers at LMX1A and LMX1B
2469,2013,miRNA and miRNA target genes in copy number variations occurring in individuals with intellectual disability
2470,2013,"metabolicMine: an integrated genomics, genetics and proteomics data warehouse for common metabolic disease research"
2471,2013,Accelerated evolution after gene duplication: a time-dependent process affecting just one copy.
2472,2013,Genome-wide transcript analysis of early maize leaf development reveals gene cohorts associated with the differentiation of C4 Kranz anatomy.
2473,2013,Web Apollo: a web-based genomic annotation editing platform
2474,2013,Gut Lactobacillales are associated with higher CD4 and less microbial translocation during HIV infection
2475,2013,Confero: an integrated contrast data and gene set platform for computational analysis and biological interpretation of omics data
2476,2013,The characterization of the caleosin gene family in Triticeae and their role in G-protein signalling and Identification and characterization of rye genes silenced in allohexaploid triticale: A bioinformatic study
2477,2013,"Immune response of the Caribbean sea fan, Gorgonia ventalina, exposed to an Aplanochytrium parasite as revealed by transcriptome sequencing"
2478,2013,The parallel system for integrating impact models and sectors (pSIMS)
2479,2013,National Center for Genome Analysis support leverages XSEDE to support life science research
2480,2013,Scalable online comparative genomics of mononucleosomes: a BigJob
2481,2013,A sustainable national gateway for biological computation
2482,2013,"Experiences in building a next-generation sequencing analysis service using galaxy, globus online and Amazon web service"
2483,2013,Developing a high-volume batch submission system for earthquake engineering
2484,2013,Cloud-based uniform ChIP-Seq processing tools for modENCODE and ENCODE
2485,2013,Phosphorylation Regulates FOXC2-Mediated Transcription in Lymphatic Endothelial Cells
2486,2013,The Yeast Snt2 Protein Coordinates the Transcriptional Response to Hydrogen Peroxide-Mediated Oxidative Stress
2487,2013,A novel approach to identification of somatic retroelements’ insertions in human genome
2488,2013,Tracking Fungal Community Responses to Maize Plants by DNA- and RNA-Based Pyrosequencing
2489,2013,OmixAnalyzer - A Web-Based System for Management and Analysis of High-Throughput Omics Data Sets
2490,2013,"Mutations in KARS, encoding lysyl-tRNA synthetase, cause autosomal-recessive nonsyndromic hearing impairment DFNB89."
2491,2013,Identification of novel point mutations in splicing sites integrating whole-exome and RNA-seq data in myeloproliferative diseases
2492,2013,Automated QuantMap for rapid quantitative molecular network topology analysis
2493,2013,A next generation sequencing approach to constructing a genetic map for Populus tremula
2494,2013,"Subglacial Lake Vostok (Antarctica) Accretion Ice Contains a Diverse Set of Sequences from Aquatic, Marine and Sediment-Inhabiting Bacteria and Eukarya"
2495,2013,Browsing (Epi)genomes: a guide to data resources and epigenome browsers for stem cell researchers.
2496,2013,"Distinct mechanisms of transcriptional pausing orchestrated by GAGA factor and M1BP, a novel transcription factor"
2497,2013,Principles of transcriptome analysis and gene expression quantification: an RNA‐seq tutorial
2498,2013,hnRNP A1 and secondary structure coordinate alternative splicing of Mag
2499,2013,Towards a Life Sciences Virtual Research Environment
2500,2013,Arguments for standardizing transposable element annotation in plant genomes.
2501,2013,Next-generation nematode genomes
2502,2013,The genomic landscape of the somatic linker histone subtypes H1.1 to H1.5 in human cells.
2503,2013,The Identification and Characterization of Copy Number Variants in the Bovine Genome
2504,2013,Arbor: Comparative Analysis Workflows for the Tree of Life
2505,2013,The NGS WikiBook: a dynamic collaborative online training effort with long-term sustainability
2506,2013,Bioinformatic pipelines in Python with Leaf
2507,2013,"Comparative transcriptome analysis of obligately asexual and cyclically sexual rotifers reveals genes with putative functions in sexual reproduction, dormancy, and asexual egg production"
2508,2013,Radiation resistance of sequencing chips for in situ life detection.
2509,2013,Identification of Somatic Mutations in LGL Leukemia through Whole Genome Sequencing and Correlation of STAT3 Y640F Mutation with Treatment Response to Methotrexate.
2510,2013,Science as a service: how on-demand computing can accelerate discovery
2511,2013,kmer-SVM: a web server for identifying predictive regulatory sequence features in genomic data sets
2512,2013,Web-based visual analysis for high-throughput genomics
2513,2013,Meiotic recombination-based genome shuffling of Saccharomyces cerevisiae and characterization by genome sequencing and RNA-seq transcriptional expression profiling for improved tolerance to spent sulfite liquor
2514,2013,"5-methyl-cytosine and 5-hydroxy-methyl-cytosine in the genome of Biomphalaria glabrata, a snail intermediate host of Schistosoma mansoni"
2515,2013,HIF1A Employs CDK8-Mediator to Stimulate RNAPII Elongation in Response to Hypoxia
2516,2013,Study of the Viral and Microbial Communities Associated With Crohn's Disease: A Metagenomic Approach
2517,2013,An Interactive Analysis and Exploration Tool for Epigenomic Data
2518,2013,"RSR-2, the Caenorhabditis elegans Ortholog of Human Spliceosomal Component SRm300/SRRM2, Regulates Development by Influencing the Transcriptional Machinery"
2519,2013,PREDICTION OF CHROMATIN STATES USING DNA SEQUENCE PROPERTIES
2520,2013,Application of statistics and machine learning for risk stratification of heritable cardiac arrhythmias
2521,2013,Splicing kinetics and transcript release from the chromatin compartment limit the rate of Lipid A-induced gene expression.
2522,2013,Genome-Wide Small RNA Sequencing and Gene Expression Analysis Reveals a microRNA Profile of Cancer Susceptibility in ATM-Deficient Human Mammary Epithelial Cells
2523,2013,C/EBP maintains chromatin accessibility in liver and facilitates glucocorticoid receptor recruitment to steroid response elements
2524,2013,RNA-seq analysis of single bovine blastocysts
2525,2013,The Banana Genome Hub
2526,2013,IL-22-producing CD4+ cells are depleted in actively inflamed colitis tissue
2527,2013,Support for data-intensive computing with CloudMan
2528,2013,Microbial Diversity Analysis of Fermented Mung Beans (Lu-Doh-Huang) by Using Pyrosequencing and Culture Methods
2529,2013,Characterization of MHC class II B polymorphism in bottlenecked New Zealand saddlebacks reveals low levels of genetic diversity
2530,2013,HPC-ready Language Analysis for Human Beings
2531,2013,Towards large-scale language analysis in the cloud
2532,2013,"Phylotastic! Making tree-of-life knowledge accessible, reusable and convenient"
2533,2013,Polycomb recruitment attenuates retinoic acid–induced transcription of the bivalent NR2F1 gene
2534,2013,DDBJ Read Annotation Pipeline: A Cloud Computing-Based Pipeline for High-Throughput Analysis of Next-Generation Sequencing Data
2535,2013,Comparative transcriptome analysis to investigate the high starch accumulation of duckweed (Landoltia punctata) under nutrient starvation
2536,2013,TrioVis: a visualization approach for filtering genomic variants of parent–child trios
2537,2013,Transcription Start Site Evolution in Drosophila
2538,2013,"The Taverna workflow suite: designing and executing workflows of Web Services on the desktop, web or in the cloud"
2539,2013,Structure and functions of the bacterial microbiota of plants.
2540,2013,Integration of genome-wide approaches identifies lncRNAs of adult neural stem cells and their progeny in vivo.
2541,2013,Identification of candidate effector genes in the transcriptome of the rice root knot nematode Meloidogyne graminicola.
2542,2013,Galaxy LIMS for next-generation sequencing
2543,2013,Decoding human gene expression signatures in the brain
2544,2013,The Genomic HyperBrowser: an analysis web server for genome-scale data
2545,2013,QualitySNPng: a user-friendly SNP detection and visualization tool
2546,2013,Unscrambling butterfly oogenesis
2547,2013,Dynamic changes in the genomic localization of DNA replication-related element binding factor during the cell cycle
2548,2013,Analysis of the DNA-binding profile and function of TALE homeoproteins reveals their specialization and specific interactions with Hox genes/proteins.
2549,2013,Streaming Support for Data Intensive Cloud-Based Sequence Analysis
2550,2013,Understanding Barriers to Borrelia burgdorferi Dissemination during Infection Using Massively Parallel Sequencing
2551,2013,Long-range transcriptional regulation by the p110 CUX1 homeodomain protein on the ENCODE array
2552,2013,Nozzle: a report generation toolkit for data analysis pipelines
2553,2013,"The “fossilized” mitochondrial genome of Liriodendron tulipifera: ancestral gene content and order, ancestral editing sites, and extraordinarily low mutation rate"
2554,2013,"Transcriptomic Study Reveals Widespread Spliced Leader Trans-Splicing, Short 5′-UTRs and Potential Complex Carbon Fixation Mechanisms in the Euglenoid Alga Eutreptiella sp."
2555,2013,Automated and traceable processing for large-scale high-throughput sequencing facilities
2556,2013,Lessons learned from implementing a national infrastructure in Sweden for storage and analysis of next-generation sequencing data
2557,2013,Genome-wide identification of Bacillus subtilis CodY-binding sites at single-nucleotide resolution
2558,2013,SubZero: A fine-grained lineage system for scientific databases
2559,2013,IgH loci of American alligator and saltwater crocodile shed light on IgA evolution
2560,2013,The PinkThing for analysing ChIP profiling data in their genomic context
2561,2013,NGS-Trex: Next Generation Sequencing Transcriptome profile explorer
2562,2013,Computational solutions for omics data
2563,2013,"Transposable Elements Are Major Contributors to the Origin, Diversification, and Regulation of Vertebrate Long Noncoding RNAs"
2564,2013,"The Myb-p300-CREB axis modulates intestine homeostasis, radiosensitivity and tumorigenesis"
2565,2013,Efficient comparison of sets of intervals with NC-lists
2566,2013,Marine Rhodobacteraceae l‐haloacid dehalogenase contains a novel His/Glu dyad that could activate the catalytic water
2567,2013,Copy number variation prevalence in known asthma genes and their impact on asthma susceptibility
2568,2013,Developmental profiles of the murine palatal methylome.
2569,2013,Genomes of replicatively senescent cells undergo global epigenetic changes leading to gene silencing and activation of transposable elements
2570,2013,Developing statistical and algorithmic methods for shotgun metagenomics and time series analysis
2571,2013,The challenges of delivering bioinformatics training in the analysis of high-throughput data
2572,2013,Parallelization in Scientific Workflow Management Systems
2573,2013,"Ecology of Subglacial Lake Vostok (Antarctica), Based on Metagenomic/Metatranscriptomic Analyses of Accretion Ice"
2574,2013,Aye-aye population genomic analyses highlight an important center of endemism in northern Madagascar
2575,2013,BioUML Genome Browser
2576,2013,DNA polymerase ɛ and δ exonuclease domain mutations in endometrial cancer
2577,2013,Two populations of glucocorticoid receptor-binding sites in the male rat hippocampal genome.
2578,2013,Where in the genome are we? A cautionary tale of database use in genomics research
2579,2013,Arabidopsis thaliana as Model for Studies on the Bacterial Root Microbiota
2580,2013,Polycomb Cbx family members mediate the balance between haematopoietic stem cell self-renewal and differentiation
2581,2013,NightShift: NMR shift inference by general hybrid model training - a framework for NMR chemical shift prediction
2582,2013,RepeatExplorer: a Galaxy-based web server for genome-wide characterization of eukaryotic repetitive elements from next-generation sequence reads
2583,2013,Low‐grade and high‐grade mammary carcinomas in WAP‐T transgenic mice are independent entities distinguished by Met expression
2584,2013,"Whole-Genome Sequences of an Aerobic Anoxygenic Phototroph, Blastomonas sp. Strain AAP53, Isolated from a Freshwater Desert Lake in Inner Mongolia, China"
2585,2013,Fecal Microbiota Composition Differs Between Children With β-Cell Autoimmunity and Those Without
2586,2013,AXIOME: automated exploration of microbial diversity
2587,2013,HRas signal transduction promotes hepatitis C virus cell entry by triggering assembly of the host tetraspanin receptor complex.
2588,2013,"EDAM: an ontology of bioinformatics operations, types of data and identifiers, topics and formats"
2589,2013,"Whole-Genome Sequence of a Freshwater Aerobic Anoxygenic Phototroph, Porphyrobacter sp. Strain AAP82, Isolated from the Huguangyan Maar Lake in Southern China"
2590,2013,Computational phosphorylation site prediction in plants using random forests and organism-specific instance weights
2591,2013,Galaxy based BLAST submission to distributed national high throughput computing resources
2592,2013,Mature Microsatellites: Mechanisms Underlying Dinucleotide Microsatellite Mutational Biases in Human Cells
2593,2013,Computational Predictions Provide Insights into the Biology of TAL Effector Target Sites
2594,2013,A brief introduction to web-based genome browsers
2595,2013,"Genome-wide Determinants of Proviral Targeting, Clonal Abundance and Expression in Natural HTLV-1 Infection"
2596,2013,Acidobacterial community responses to agricultural management of soybean in Amazon forest soils.
2597,2013,Correlates of relative resistance against low‐dose rectal simian immunodeficiency virus challenges in peripheral blood mononuclear cells of vaccinated rhesus macaques
2598,2013,"Genome Sequences and Photosynthesis Gene Cluster Composition of a Freshwater Aerobic Anoxygenic Phototroph, Sandarakinorhabdus sp. Strain AAP62, Isolated from the Shahu Lake in Ningxia, China"
2599,2013,Bidirectional Promoters as Important Drivers for the Emergence of Species-Specific Transcripts
2600,2013,Circular RNAs are a large class of animal RNAs with regulatory potency
2601,2013,An Engineering View on Megatrends in Radiology: Digitization to Quantitative Tools of Medicine
2602,2013,Deploying and sharing U-Compare workflows as web services
2603,2013,GPU based Eulerian Assembly of Genomes
2604,2013,Immunoglobulin light chains in medaka (Oryzias latipes)
2605,2013,Region of Difference 4 in Alpine Mycobacterium caprae Isolates Indicates Three Variants
2606,2013,Microsatellite Tandem Repeats Are Abundant in Human Promoters and Are Associated with Regulatory Elements
2607,2013,Dissecting molecular stress networks: identifying nodes of divergence between life‐history phenotypes
2608,2013,Summary of talks and papers at ISCB-Asia/SCCG 2012
2609,2013,The ecological and genetic basis of convergent thick‐lipped phenotypes in cichlid fishes
2610,2013,Parallel Evolutionary Dynamics of Adaptive Diversification in Escherichia coli
2611,2013,Molecular evolutionary and population genomic analysis of the nine‐spined stickleback using a modified restriction‐site‐associated DNA tag approach
2612,2013,Applications of next-generation sequencing to phylogeography and phylogenetics.
2613,2013,Single‐Nucleotide Polymorphisms Reveal Patterns of Allele Sharing Across the Species Boundary Between Rhesus (Macaca mulatta) and Cynomolgus (M. fascicularis) Macaques
2614,2013,Cryopreserved Bovine Spermatozoal Transcript Profile as Revealed by High-Throughput Ribonucleic Acid Sequencing1
2615,2013,LBR and Lamin A/C Sequentially Tether Peripheral Heterochromatin and Inversely Regulate Differentiation
2616,2013,Genome-wide analysis of human hotspot intersected genes highlights the roles of meiotic recombination in evolution and disease
2617,2013,EMEN2: An Object Oriented Database and Electronic Lab Notebook
2618,2013,Phylogenetic and DNA methylation analysis reveal novel regions of variable methylation in the mouse IAP class of transposons
2619,2013,A survey of tools for variant analysis of next-generation genome sequencing data
2620,2013,New insights into polar overdominance in callipyge sheep.
2621,2013,MAPI: a software framework for distributed biomedical applications
2622,2013,"Transcriptome-wide expansion of non-coding regulatory switches: evidence from co-occurrence of Alu exonization, antisense and editing"
2623,2013,RNA-seq–based mapping and candidate identification of mutations from forward genetic screens
2624,2013,Identification of CodY Targets in Bacillus anthracis by Genome-Wide In Vitro Binding Analysis
2625,2013,ASAP: an environment for automated preprocessing of sequencing data
2626,2013,"OPPL-Galaxy, a Galaxy tool for enhancing ontology exploitation as part of bioinformatics workflows"
2627,2013,Integrated whole-genome sequencing and temporospatial analysis of a continuing Group A Streptococcus epidemic
2628,2013,Predicting Mendelian Disease-Causing Non-Synonymous Single Nucleotide Variants in Exome Sequencing Studies
2629,2013,Algal swimming velocities signal fatty acid accumulation
2630,2013,Detection and interpretation of genomic structural variation in health and disease
2631,2012,SOLiD-SAGE of Endophyte-Infected Red Fescue Reveals Numerous Effects on Host Transcriptome and an Abundance of Highly Expressed Fungal Secreted Proteins
2632,2012,SNP Detection from De Novo Transcriptome Sequencing in the Bivalve Macoma balthica: Marker Development for Evolutionary Studies
2633,2012,Assessing biodiversity of a freshwater benthic macroinvertebrate community through non-destructive environmental barcoding of DNA from preservative ethanol
2634,2012,The Evolutionary Landscape of Alternative Splicing in Vertebrate Species
2635,2012,Activation of hatching in diapaused and quiescent Globodera pallida
2636,2012,"PFunkel: Efficient, Expansive, User-Defined Mutagenesis"
2637,2012,Distinct Mutational Behaviors Differentiate Short Tandem Repeats from Microsatellites in the Human Genome
2638,2012,Piwi-Interacting RNAs Protect DNA against Loss during Oxytricha Genome Rearrangement
2639,2012,Challenges in DNA sequence analysis on a production grid
2640,2012,Immunoglobulin genes of the turtles
2641,2012,Targeting of >1.5 Mb of Human DNA into the Mouse X Chromosome Reveals Presence of cis-Acting Regulators of Epigenetic Silencing
2642,2012,Creating reusable tools from scripts: the Galaxy Tool Factory
2643,2012,A Polycomb Group Protein Is Retained at Specific Sites on Chromatin in Mitosis
2644,2012,Novel roles for KLF1 in erythropoiesis revealed by mRNA-seq
2645,2012,Prediction of novel long non-coding RNAs based on RNA-Seq data of mouse Klf1 knockout study
2646,2012,Personalized cloud-based bioinformatics services for research and education: use cases and the elasticHPC package
2647,2012,A proposal for augmenting biological model construction with a semi-intelligent computational modeling assistant
2648,2012,CBS: an open platform that integrates predictive methods and epigenetics information to characterize conserved regulatory features in multiple Drosophila genomes
2649,2012,"Interplay of Exoribonucleases, Hfq and Small RNAs Structural Determinants in the Control of Gene Expression"
2650,2012,The impact of the microbiota on transcriptional regulation in the vertebrate intestine
2651,2012,Highlights from the Eighth International Society for Computational Biology (ISCB) Student Council Symposium 2012
2652,2012,The Wasp System: an open source environment for managing and analyzing genomic data.
2653,2012,Structure of the type IV secretion system in different strains of Anaplasma phagocytophilum
2654,2012,GobyWeb: Simplified Management and Analysis of Gene Expression and DNA Methylation Sequencing Data
2655,2012,Mobi-CoSWAC: An Access Control Approach for Collaborative Scientific Workflow in Mobile Environment
2656,2012,"CloudMan as a platform for tool, data, and analysis distribution"
2657,2012,ArrayExpress update—trends in database growth and links to data analysis tools
2658,2012,Rapid transcriptome characterization and parsing of sequences in a non-model host-pathogen interaction; pea-Sclerotinia sclerotiorum
2659,2012,PeroxiBase: a database for large-scale evolutionary analysis of peroxidases
2660,2012,EuPathDB: The Eukaryotic Pathogen database
2661,2012,Développement de méthodes bioinformatiques dédiées à la prédiction et l'analyse des réseaux métaboliques et des ARN non codants. (Development of bioinformatic methods dedicated to the prediction and the analysis of metabolic networks and non-coding RNA)
2662,2012,A Toolkit for bulk PCR-based marker design from next-generation sequence data: application for development of a framework linkage map in bulb onion (Allium cepa L.)
2663,2012,Recurrent SETBP1 mutations in atypical chronic myeloid leukemia
2664,2012,Rapid positional cloning of zebrafish mutations by linkage and homozygosity mapping using whole-genome sequencing
2665,2012,Comparative analysis of somatic copy-number alterations across different human cancer types reveals two distinct classes of breakpoint hotspots.
2666,2012,NRE: a tool for exploring neutral loci in the human genome
2667,2012,Linked2Safety: A secure linked data medical information space for semantically-interconnecting EHRs advancing patients' safety in medical research
2668,2012,Bio-Linux as a tool for bioinformatics training
2669,2012,Open source workflow systems in life sciences informatics
2670,2012,Deploying Bioinformatics Workflows on Clouds with Galaxy and Globus Provision
2671,2012,Ranking-aware integration and explorative search of distributed bio-data
2672,2012,HARP: an automated platform for targeted resequencing data analysis
2673,2012,Distilling structure in scientific workflows
2674,2012,DNA methylation profile of Aire-deficient mouse medullary thymic epithelial cells
2675,2012,A Novel Human-Infection-Derived Bacterium Provides Insights into the Evolutionary Origins of Mutualistic Insect–Bacterial Symbioses
2676,2012,Computational thinking in the era of big data biology
2677,2012,"InSilico DB genomic datasets hub: an efficient starting point for analyzing genome-wide studies in GenePattern, Integrative Genomics Viewer, and R/Bioconductor"
2678,2012,Therapeutic Helminth Infection of Macaques with Idiopathic Chronic Diarrhea Alters the Inflammatory Signature and Mucosal Microbiota of the Colon
2679,2012,An integrated functional genomics approach identifies the regulatory network directed by brachyury (T) in chordoma
2680,2012,Drosophila CTCF tandemly aligns with other insulator proteins at the borders of H3K27me3 domains
2681,2012,"A cis-regulatory module upstream of deltaC regulated by Ntla and Tbx16 drives expression in the tailbud, presomitic mesoderm and somites"
2682,2012,A pipeline for the identification and characterization of chromatin modifications derived from ChIP-Seq datasets.
2683,2012,NGS analyses by visualization with Trackster
2684,2012,Integration of ChIP-seq and machine learning reveals enhancers and a predictive regulatory sequence vocabulary in melanocytes
2685,2012,PPARG Binding Landscapes in Macrophages Suggest a Genome-Wide Contribution of PU.1 to Divergent PPARG Binding in Human and Mouse
2686,2012,A Streamlined Method for Detecting Structural Variants in Cancer Genomes by Short Read Paired-End Sequencing
2687,2012,"Genome-Wide Analysis of Stowaway-Like MITEs in Wheat Reveals High Sequence Conservation, Gene Association, and Genomic Diversification1[C][W]"
2688,2012,"Genome Sequences of Two Freshwater Betaproteobacterial Isolates, Limnohabitans Species Strains Rim28 and Rim47, Indicate Their Capabilities as Both Photoautotrophs and Ammonia Oxidizers"
2689,2012,Single-Neuron Sequencing Analysis of L1 Retrotransposition and Somatic Mutation in the Human Brain
2690,2012,Construction of a Stability Landscape of the CH3 Domain of Human IgG1 by Combining Directed Evolution with High Throughput Sequencing
2691,2012,"XiP: a computational environment to create, extend and share workflows"
